1650,183594
1642,179249
301,179128
292,176850
1644,174647
1746,173483
294,172304
230,168891
873,167365
254,167001
1643,165775
299,165675
1613,164781
300,164264
293,164186
295,162912
296,157055
1648,156028
1611,155005
1603,150283
297,148812
1594,148793
298,146729
253,145724
1706,144826
1596,144166
1597,142561
1661,140672
234,139602
1660,139007
252,138189
1592,132985
245,130114
1647,129183
237,128316
235,126004
1595,119560
1598,119543
1646,118126
251,117456
1554,115545
246,114165
1601,114091
880,112648
1602,111092
1600,110905
247,110801
231,109334
1599,108675
1546,105143
250,103956
1593,103331
248,103281
1747,100992
1545,98940
238,98563
1707,94272
249,79807
1814,78703
239,77702
212,70919
1551,68348
1748,61609
240,60454
1549,60387
1770,58378
881,55520
233,54762
211,50111
210,49003
1547,47228
1784,46071
213,44105
1544,43599
232,43115
1550,41260
1494,40526
209,37142
1493,33388
241,32110
208,31954
228,31720
1662,31555
227,29519
1665,27325
229,23411
243,23340
207,20828
242,19448
226,18278
206,17908
199,12425
1553,11704
1664,11644
224,10550
205,10168
244,9665
225,8989
204,8184
1548,7923
200,7140
1663,6698
203,6503
202,4132
219,2402
1835,2114
201,1543
1616,1155
1710,631
