331,10097678
283,9755735
334,9317146
539,8921882
332,8788475
686,8732125
385,8207806
590,7971330
437,6937640
383,6585941
640,6463769
538,6176938
1637,5858673
486,5723434
282,5371764
685,5252998
487,5196948
769,5075434
728,4849807
330,4680018
641,4577775
688,4495097
802,4420193
729,4288215
767,3933913
730,3572491
806,3363095
485,3273365
801,3194470
438,3110492
832,3077741
490,3019735
542,2840900
260,2705182
593,2681613
261,2568796
433,2505848
309,2431538
642,2378117
771,2370349
360,2354366
776,2263091
773,2219087
727,2207572
703,2189746
732,2140402
743,2082902
774,2020775
659,1985697
285,1973908
778,1953017
853,1938620
262,1911164
359,1904890
259,1865078
779,1835533
742,1798141
484,1769506
777,1743595
744,1710503
658,1702609
387,1675127
562,1658600
439,1638318
412,1626121
543,1611112
810,1591317
772,1574672
660,1556139
514,1501207
736,1439380
690,1418806
799,1390056
765,1386216
380,1369956
835,1345158
701,1274943
329,1263537
1811,1249901
511,1230630
409,1180134
358,1164433
738,1143320
586,1132632
682,1110685
1810,1102239
459,1094960
725,1063961
811,1058953
657,1051484
483,1047781
798,1037235
691,1035597
868,1024215
661,1019854
388,1006301
1777,1001667
836,999461
695,985643
827,978531
258,966518
337,958504
699,949118
681,939408
515,927048
1657,912958
595,907065
1656,904282
463,898552
1812,876923
492,868892
735,865987
277,851095
534,834900
431,830398
837,821709
585,814489
692,812136
746,807594
645,805993
763,794314
797,786141
362,780897
856,775648
723,773494
307,771676
762,764615
696,753707
826,746839
697,743242
633,735427
812,730171
849,722542
796,716542
1537,709638
1655,688635
338,679705
1608,676999
566,670396
1607,657888
327,655260
679,654406
1744,649610
584,648865
655,644965
646,638743
597,637617
795,633307
1703,629979
866,620348
609,616544
707,615561
481,604259
848,595980
378,591815
648,591174
824,589930
663,585693
1740,582697
653,577467
747,571145
1773,566149
430,562283
616,557246
1772,554751
457,553808
678,551145
1699,540894
649,530934
583,525793
794,518889
1738,511325
601,508046
480,504561
494,502943
650,501143
326,494444
748,487572
377,481991
339,477299
313,474125
406,471342
390,470221
442,469082
783,465819
793,462828
677,460937
864,459245
1737,453477
407,453104
858,450171
531,447808
1735,439936
264,439184
1688,433720
719,430878
582,427515
547,418494
517,416735
568,415136
846,414679
758,412700
840,411759
822,408894
709,406901
664,400270
602,399385
1697,398200
391,395241
530,392572
428,390339
606,387692
443,386716
558,384903
1733,384571
665,383538
605,377407
877,375645
274,372633
859,371882
1558,367606
340,366726
495,365837
821,363013
617,359521
1610,357682
548,354682
518,354039
551,353202
1783,352254
550,351784
844,349356
557,347815
845,345992
364,345880
496,345709
467,341172
675,340260
716,339321
529,338269
580,337302
570,335934
789,334629
554,332704
671,332003
628,330575
569,328934
876,328367
525,327693
787,326281
817,325595
860,325013
444,324057
843,321826
712,321603
862,320148
305,318794
788,317599
674,317121
1734,315688
711,314437
578,313156
754,310367
374,309620
555,309069
497,308142
477,305144
713,303527
373,303106
354,301351
549,300784
405,300338
473,299574
667,298459
367,297641
842,296671
1696,294899
1659,294051
502,291581
323,290797
503,288107
498,284161
1695,283862
623,283420
365,280634
451,277054
504,276821
393,275746
425,274450
417,271438
450,270204
1612,268572
1692,268034
476,265096
401,261977
353,260644
1641,258701
447,257068
875,255880
266,255450
424,253594
475,251834
574,250232
400,248371
397,247044
372,242632
402,242310
272,241112
621,239955
575,237705
271,236773
398,235912
316,234553
572,233790
366,232642
526,231712
1557,230625
418,229131
404,227388
523,225974
317,223656
521,223326
395,222845
622,221554
454,220732
303,220496
1693,220108
453,219507
318,217724
399,215585
421,214666
345,213288
396,212081
470,211277
319,210844
506,208799
370,207116
1604,204796
872,200744
351,200164
346,197513
269,196474
1651,193829
291,192225
1561,190197
347,187632
471,185086
1642,179249
292,176850
1746,173483
230,168891
254,167001
299,165675
300,164264
295,162912
1648,156028
1603,150283
1594,148793
253,145724
1596,144166
1661,140672
1660,139007
1592,132985
1647,129183
235,126004
1598,119543
251,117456
246,114165
880,112648
1600,110905
231,109334
1546,105143
1593,103331
1747,100992
238,98563
249,79807
239,77702
1551,68348
240,60454
1770,58378
233,54762
210,49003
1784,46071
1544,43599
1550,41260
209,37142
241,32110
228,31720
227,29519
229,23411
207,20828
226,18278
199,12425
1664,11644
205,10168
225,8989
1548,7923
1663,6698
202,4132
1835,2114
1616,1155
